,Unnamed: 0,source,target
2311,2311,110640,112293
2312,2312,110640,116202
2313,2313,117111,114090
2314,2314,17904,37944
2315,2315,110640,107116
2316,2316,117409,117403
2317,2317,117409,117782
2318,2318,106406,116202
2319,2319,106406,103314
2320,2320,113362,110640
2321,2321,124071,null
2322,2322,117403,117387
2323,2323,116582,116706
2324,2324,116582,116343
2325,2325,113362,null
2326,2326,94262,113805
2327,2327,111999,null
2328,2328,125854,null
2329,2329,111999,104547
2330,2330,120120,null
2331,2331,122250,null
2332,2332,122172,null
2333,2333,113669,null
2334,2334,117343,null
2335,2335,122172,122250
2336,2336,122250,122172
2337,2337,113669,null
2338,2338,122172,122250
2339,2339,124071,null
2340,2340,122250,122172
2341,2341,113269,114694
2342,2342,1197,null
2343,2343,118504,null
2344,2344,122577,113669
2345,2345,122492,126553
2346,2346,122577,122250
2347,2347,103961,null
2348,2348,124163,124749
2349,2349,122577,125854
2350,2350,103961,null
2351,2351,104765,null
2352,2352,122492,116824
2353,2353,122577,null
2354,2354,118589,null
2355,2355,122577,1210
2356,2356,122577,116824
2357,2357,118589,null
2358,2358,122577,116824
2359,2359,122577,111775
2360,2360,113396,null
2361,2361,122577,null
2362,2362,114456,110640
2363,2363,104584,110640
2364,2364,117387,117409
2365,2365,117403,117409
2366,2366,122577,117343
2367,2367,114456,116706
2368,2368,110640,103961
2369,2369,122577,113166
2370,2370,110640,103961
2371,2371,122577,110640
2372,2372,118647,null
2373,2373,125805,103961
2374,2374,117409,null
2375,2375,117690,117409
2376,2376,116892,null
2377,2377,116906,122250
2378,2378,125072,null
2379,2379,16319,null
2380,2380,122577,117925
2381,2381,16319,104584
2382,2382,16319,121650
2383,2383,116571,110640
2384,2384,117403,117409
2385,2385,117409,110640
2386,2386,124071,null
2387,2387,122264,103314
2388,2388,121048,null
2389,2389,12385,null
2390,2390,16572,null
2391,2391,16572,110640
2392,2392,122264,116601
2393,2393,12385,null
2394,2394,117111,117925
2395,2395,104099,null
2396,2396,16319,12385
2397,2397,16572,12385
2398,2398,15702,null
2399,2399,116119,1210
2400,2400,15702,12385
2401,2401,106603,null
2402,2402,122264,103429
2403,2403,12385,15702
2404,2404,126056,117111
2405,2405,126056,111775
2406,2406,15703,12385
2407,2407,126056,117925
2408,2408,12385,null
2409,2409,126056,124784
2410,2410,15702,12385
2411,2411,12385,15702
2412,2412,126056,114806
2413,2413,117343,124749
2414,2414,121776,null
2415,2415,121776,122172
2416,2416,121776,122250
2417,2417,117343,111746
2418,2418,117343,117448
2419,2419,113824,15702
2420,2420,106603,12385
2421,2421,114268,null
2422,2422,16319,null
2423,2423,114268,null
2424,2424,124670,12385
2425,2425,113506,null
2426,2426,11421,null
2427,2427,124670,103961
2428,2428,117609,null
2429,2429,123877,124071
2430,2430,117608,null
2431,2431,117609,117608
2432,2432,117608,117609
2433,2433,118823,117608
2434,2434,117609,15702
2435,2435,117810,26695
2436,2436,125772,114268
2437,2437,123877,116025
2438,2438,117810,103051
2439,2439,116505,103961
2440,2440,116505,103961
2441,2441,117810,112024
2442,2442,129764,null
2443,2443,4383,null
2444,2444,115302,117448
2445,2445,129823,null
2446,2446,111999,110640
2447,2447,107966,null
2448,2448,119344,110640
2449,2449,113506,null
2450,2450,111999,115591
2451,2451,117391,null
2452,2452,119344,117448
2453,2453,119344,102372
2454,2454,129474,null
2455,2455,111999,118647
2456,2456,113506,129764
2457,2457,116471,null
2458,2458,111999,null
2459,2459,116471,129474
2460,2460,116471,117608
2461,2461,117409,117391
2462,2462,117662,117608
2463,2463,118202,null
2464,2464,117662,117609
2465,2465,12388,111999
2466,2466,153,118202
2467,2467,153,null
2468,2468,111454,null
2469,2469,111454,111454
2470,2470,118202,153
2471,2471,116591,111454
2472,2472,116591,118202
2473,2473,116591,153
2474,2474,120806,117929
2475,2475,120806,116892
2476,2476,120806,122577
2477,2477,117662,null
2478,2478,14949,129474
2479,2479,14949,116471
2480,2480,129062,null
2481,2481,116025,113824
2482,2482,106815,129474
2483,2483,116449,129474
2484,2484,105599,116471
2485,2485,106427,116471
2486,2486,103656,129474
2487,2487,21264,null
2488,2488,21264,21264
2489,2489,117662,117662
2490,2490,15703,null
2491,2491,15703,117608
2492,2492,15703,15702
2493,2493,111326,15703
2494,2494,122379,null
2495,2495,111326,129474
2496,2496,110640,113506
2497,2497,111326,15702
2498,2498,110640,16319
2499,2499,111326,12385
2500,2500,110640,12385
2501,2501,110640,15703
2502,2502,122379,111999
2503,2503,110640,117608
2504,2504,110640,117609
2505,2505,111326,null
2506,2506,110640,113506
2507,2507,110640,114268
2508,2508,110640,1197
2509,2509,110640,111999
2510,2510,110640,16572
2511,2511,110640,129823
2512,2512,110640,117343
2513,2513,110640,112775
2514,2514,110640,124071
2515,2515,110640,34179
2516,2516,118697,null
2517,2517,110640,113362
2518,2518,110640,117409
2519,2519,110640,117467
2520,2520,105659,null
2521,2521,104464,111999
2522,2522,104464,104853
2523,2523,118697,110640
2524,2524,4500,null
2525,2525,101650,null
2526,2526,153,null
2527,2527,153,null
2528,2528,105968,null
2529,2529,118202,null
2530,2530,30662,null
2531,2531,17904,111326
2532,2532,17904,15703
2533,2533,117824,120696
2534,2534,103047,103961
2535,2535,117824,114806
2536,2536,117824,126056
2537,2537,122825,116765
2538,2538,118079,116706
2539,2539,103047,null
2540,2540,103047,17904
2541,2541,117609,110640
2542,2542,103047,null
2543,2543,103961,110640
2544,2544,103961,110640
2545,2545,112779,null
2546,2546,119466,null
2547,2547,102542,110640
2548,2548,102542,102542
2549,2549,102542,102372
2550,2550,102542,103047
2551,2551,119466,null
2552,2552,125746,114268
2553,2553,125746,124084
2554,2554,125746,36641
2555,2555,34179,103047
2556,2556,34179,129474
2557,2557,125746,110640
2558,2558,108537,null
2559,2559,94140,108537
2560,2560,94140,119466
2561,2561,101666,101650
2562,2562,94140,12388
2563,2563,101666,101650
2564,2564,94140,110640
2565,2565,94140,106603
2566,2566,101666,101650
2567,2567,94140,null
2568,2568,101666,101650
2569,2569,101666,110640
2570,2570,101666,110640
2571,2571,9108,null
2572,2572,111745,null
2573,2573,116607,null
2574,2574,111745,null
2575,2575,35480,122264
2576,2576,120537,124749
2577,2577,120537,104584
2578,2578,116259,null
2579,2579,116488,103047
2580,2580,112176,110640
2581,2581,116488,103047
2582,2582,116488,111326
2583,2583,116488,15703
2584,2584,116488,116471
2585,2585,117662,111811
2586,2586,116488,117662
2587,2587,116488,116471
2588,2588,116736,110640
2589,2589,116488,117608
2590,2590,116488,117609
2591,2591,1210,null
2592,2592,116488,12385
2593,2593,116488,12385
2594,2594,116488,103961
2595,2595,117662,117375
2596,2596,116743,110640
2597,2597,119146,1210
2598,2598,119146,111745
2599,2599,106112,94140
2600,2600,106112,94140
2601,2601,118823,null
2602,2602,106112,122172
2603,2603,106112,122577
2604,2604,106112,125854
2605,2605,106112,111775
2606,2606,106112,124163
2607,2607,113652,null
2608,2608,113652,117409
2609,2609,1210,null
2610,2610,112871,124749
2611,2611,1210,103047
2612,2612,112871,104584
2613,2613,1210,118823
2614,2614,106112,null
2615,2615,1210,118823
2616,2616,117571,null
2617,2617,117609,117662
2618,2618,112177,null
2619,2619,1210,103047
2620,2620,117805,null
2621,2621,117391,110640
2622,2622,112177,111745
2623,2623,112177,9108
2624,2624,117805,117805
2625,2625,113652,null
2626,2626,113652,17904
2627,2627,112177,117538
2628,2628,113673,113652
2629,2629,112177,112176
2630,2630,113673,null
2631,2631,105514,null
2632,2632,110640,30662
2633,2633,125805,null
2634,2634,117805,15702
2635,2635,110640,118202
2636,2636,1210,116488
2637,2637,110640,105659
2638,2638,117805,113652
2639,2639,117646,null
2640,2640,117805,129474
2641,2641,117646,null
2642,2642,116422,null
2643,2643,118692,null
2644,2644,113673,null
2645,2645,111999,122379
2646,2646,117662,116488
2647,2647,117662,117609
2648,2648,124201,105514
2649,2649,111999,null
2650,2650,16319,null
2651,2651,117537,null
2652,2652,124749,null
2653,2653,119344,116421
2654,2654,119344,113930
2655,2655,119344,111878
2656,2656,119344,120558
2657,2657,118253,110640
2658,2658,113661,null
2659,2659,112005,117842
2660,2660,16319,9108
2661,2661,113892,null
2662,2662,121650,1210
2663,2663,17904,null
2664,2664,121650,null
2665,2665,118253,null
2666,2666,117609,124201
2667,2667,15797,120120
2668,2668,119604,114698
2669,2669,113661,null
2670,2670,114268,null
2671,2671,124670,null
2672,2672,11758,null
2673,2673,130329,null
2674,2674,111999,null
2675,2675,111999,17904
2676,2676,106112,103047
2677,2677,111999,116601
2678,2678,112063,116422
2679,2679,106112,15703
2680,2680,111999,null
2681,2681,111999,16319
2682,2682,113892,null
2683,2683,106112,null
2684,2684,129458,110640
2685,2685,104853,null
2686,2686,117779,null
2687,2687,110640,117409
2688,2688,110640,118253
2689,2689,113661,null
2690,2690,104853,121650
2691,2691,110640,118253
2692,2692,110640,153
2693,2693,112176,11758
2694,2694,113727,null
2695,2695,112176,94140
2696,2696,113661,null
2697,2697,105165,110640
2698,2698,117343,null
2699,2699,105165,110640
2700,2700,130814,null
2701,2701,130694,null
2702,2702,130329,null
2703,2703,130614,null
2704,2704,130327,null
2705,2705,130327,130327
2706,2706,130455,null
2707,2707,130614,130329
2708,2708,130814,118692
2709,2709,120696,105165
2710,2710,120696,110640
2711,2711,130694,null
2712,2712,111600,null
2713,2713,15467,null
2714,2714,117343,104853
2715,2715,130455,null
2716,2716,111811,null
2717,2717,118253,118253
2718,2718,117343,null
2719,2719,111999,null
2720,2720,111999,121650
2721,2721,116322,114694
2722,2722,116339,117448
2723,2723,105661,null
2724,2724,124882,105661
2725,2725,114268,null
2726,2726,116707,116706
2727,2727,117403,110640
2728,2728,116707,null
2729,2729,116707,113892
2730,2730,118838,105661
2731,2731,118838,110640
2732,2732,118838,null
2733,2733,115369,null
2734,2734,115369,119503
2735,2735,115369,null
2736,2736,105661,118838
2737,2737,105661,105661
2738,2738,110640,124670
2739,2739,110640,124749
2740,2740,124163,null
2741,2741,110640,105514
2742,2742,124163,113673
2743,2743,124163,118823
2744,2744,102542,110640
2745,2745,117634,null
2746,2746,117634,111999
2747,2747,117634,111811
2748,2748,117634,106112
2749,2749,117634,112063
2750,2750,117634,124163
2751,2751,117634,117805
2752,2752,117634,102542
2753,2753,118509,105661
2754,2754,118509,null
2755,2755,118509,113892
2756,2756,108263,110640
2757,2757,52200,111999
2758,2758,52200,104853
2759,2759,108263,110640
2760,2760,104073,null
2761,2761,104073,118509
2762,2762,104073,11758
2763,2763,119657,null
2764,2764,122577,113727
2765,2765,94140,117634
2766,2766,4381,null
2767,2767,94140,124163
2768,2768,94140,111999
2769,2769,94140,104853
2770,2770,4381,null
2771,2771,94140,106112
2772,2772,94140,116422
2773,2773,112771,110640
2774,2774,94140,1210
2775,2775,125746,117634
2776,2776,125746,124163
2777,2777,94140,111999
2778,2778,125746,103047
2779,2779,94140,124163
2780,2780,94140,117662
2781,2781,94140,129474
2782,2782,102542,117467
2783,2783,94140,12385
2784,2784,102542,113930
2785,2785,102542,124715
2786,2786,94140,103961
2787,2787,94140,12385
2788,2788,105417,117448
2789,2789,105417,4381
2790,2790,105417,117634
2791,2791,105417,116707
2792,2792,101650,null
2793,2793,118888,null
2794,2794,34179,114268
2795,2795,104584,null
2796,2796,114782,117634
2797,2797,114782,124163
2798,2798,114782,111999
2799,2799,114782,104853
2800,2800,114782,null
2801,2801,104584,null
2802,2802,116256,94140
2803,2803,1210,null
2804,2804,112293,112293
2805,2805,1210,122577
2806,2806,104214,117576
2807,2807,112176,111454
2808,2808,114268,null
2809,2809,112176,117805
2810,2810,105250,null
2811,2811,102443,null
2812,2812,111885,null
2813,2813,113084,null
2814,2814,113084,111885
2815,2815,111885,111885
2816,2816,112669,117634
2817,2817,111885,113084
2818,2818,112669,102542
2819,2819,125805,105514
2820,2820,105417,110640
2821,2821,104749,null
2822,2822,103314,null
2823,2823,103429,103314
2824,2824,114541,110640
2825,2825,131057,null
2826,2826,111782,null
2827,2827,114268,null
2828,2828,108120,null
2829,2829,104743,null
2830,2830,114268,110640
2831,2831,114268,110640
2832,2832,124201,null
2833,2833,124201,null
2834,2834,114268,117448
2835,2835,114268,114694
2836,2836,37944,null
2837,2837,114268,108120
2838,2838,113082,null
2839,2839,112883,null
2840,2840,130347,null
2841,2841,130333,null
2842,2842,114090,105417
2843,2843,114090,112883
2844,2844,118298,null
2845,2845,114090,37944
2846,2846,114090,111782
2847,2847,118298,111782
2848,2848,116664,110640
2849,2849,118298,112662
2850,2850,124688,129458
2851,2851,118298,117634
2852,2852,118298,117609
2853,2853,118298,113166
2854,2854,117343,null
2855,2855,117343,110640
2856,2856,116743,118116
2857,2857,116743,110640
2858,2858,119075,110640
2859,2859,119075,110640
2860,2860,104584,null
2861,2861,104584,113166
2862,2862,111999,null
2863,2863,111999,104584
2864,2864,111999,null
2865,2865,111999,111999
2866,2866,121650,null
2867,2867,111999,104584
2868,2868,116743,null
2869,2869,104464,null
2870,2870,104464,113084
2871,2871,104584,null
2872,2872,121736,124163
2873,2873,104464,105250
2874,2874,111852,null
2875,2875,111852,null
2876,2876,106112,16319
2877,2877,111852,null
2878,2878,117062,null
2879,2879,103314,117062
2880,2880,117062,103429
2881,2881,116743,1210
2882,2882,103429,null
2883,2883,103314,103429
2884,2884,109242,null
2885,2885,103314,null
2886,2886,103429,103314
2887,2887,121736,null
2888,2888,112021,110640
2889,2889,121736,129474
2890,2890,121736,111999
2891,2891,117482,null
2892,2892,121736,119466
2893,2893,116933,null
2894,2894,121736,null
2895,2895,121736,null
2896,2896,112021,null
2897,2897,113854,null
2898,2898,113854,null
2899,2899,113506,110640
2900,2900,113854,null
2901,2901,410,null
2902,2902,117925,null
2903,2903,121076,117925
2904,2904,117460,121076
2905,2905,120806,117925
2906,2906,116436,111999
2907,2907,117925,121076
2908,2908,106190,110640
2909,2909,120806,null
2910,2910,34784,null
2911,2911,106190,null
2912,2912,121076,120806
2913,2913,117929,120806
2914,2914,119466,null
2915,2915,119466,104214
2916,2916,119466,112181
2917,2917,119466,128325
2918,2918,118513,122379
2919,2919,119466,94140
2920,2920,106190,null
2921,2921,106190,106190
2922,2922,119466,121736
2923,2923,111326,117343
2924,2924,111326,117343
2925,2925,110640,112021
2926,2926,110640,111852
2927,2927,110640,114090
2928,2928,110640,101650
2929,2929,110640,122577
2930,2930,110640,114268
2931,2931,110640,125805
2932,2932,110640,101666
2933,2933,94140,114782
2934,2934,94140,null
2935,2935,110640,1210
2936,2936,112771,null
2937,2937,112771,null
2938,2938,112771,null
2939,2939,113162,114782
2940,2940,32605,null
2941,2941,32605,null
2942,2942,32605,null
2943,2943,119466,null
2944,2944,104584,110640
2945,2945,101189,null
2946,2946,101189,null
2947,2947,106594,109242
2948,2948,108263,110640
2949,2949,106594,115369
2950,2950,108263,110640
2951,2951,106594,106112
2952,2952,105417,112771
2953,2953,108263,119466
2954,2954,116706,15703
2955,2955,108263,110640
2956,2956,108263,108263
2957,2957,116706,null
2958,2958,127374,32605
2959,2959,127374,106190
2960,2960,116706,121076
2961,2961,127374,121736
2962,2962,116706,111999
2963,2963,127374,null
2964,2964,115743,112771
2965,2965,115743,110640
2966,2966,108263,null
2967,2967,108263,null
2968,2968,108263,110640
2969,2969,1788,114090
2970,2970,108263,null
2971,2971,108263,null
2972,2972,108263,null
2973,2973,113540,null
2974,2974,113540,111326
2975,2975,113359,113540
2976,2976,113540,111782
2977,2977,117203,105417
2978,2978,113359,112079
2979,2979,113359,117662
2980,2980,116706,120806
2981,2981,116706,129474
2982,2982,119503,115369
2983,2983,103489,null
2984,2984,105774,null
2985,2985,113359,null
2986,2986,113359,105774
2987,2987,113359,101189
2988,2988,113359,116706
2989,2989,113359,103314
2990,2990,113359,117343
2991,2991,113359,117343
2992,2992,113359,112296
2993,2993,119466,null
2994,2994,114993,null
2995,2995,118697,null
2996,2996,104989,15467
2997,2997,130470,null
2998,2998,4320,null
2999,2999,125878,121076
3000,3000,18538,117662
3001,3001,116545,110640
3002,3002,114782,108263
3003,3003,114782,108263
3004,3004,114782,108263
3005,3005,114782,32605
3006,3006,114782,112771
3007,3007,114782,null
3008,3008,116545,127374
3009,3009,105388,null
3010,3010,116545,null
3011,3011,105388,null
3012,3012,117482,129823
3013,3013,112184,null
3014,3014,112184,4320
3015,3015,112184,127374
3016,3016,112184,127374
3017,3017,104846,null
3018,3018,104949,null
3019,3019,116706,113359
3020,3020,105639,null
3021,3021,119075,112771
3022,3022,119075,113892
3023,3023,119075,null
3024,3024,2974,116471
3025,3025,35480,null
3026,3026,2974,117805
3027,3027,120107,null
3028,3028,119075,null
3029,3029,35480,111999
3030,3030,35480,104584
3031,3031,35480,103314
3032,3032,35480,104584
3033,3033,117805,null
3034,3034,35480,null
3035,3035,119447,110640
3036,3036,119447,119075
3037,3037,119447,119075
3038,3038,119447,110640
3039,3039,117467,110640
3040,3040,35480,120107
3041,3041,117467,105639
3042,3042,111999,35480
3043,3043,111999,116436
3044,3044,35480,117805
3045,3045,117467,105388
3046,3046,117467,null
3047,3047,129474,null
3048,3048,111891,119075
3049,3049,111891,120107
3050,3050,111891,104949
3051,3051,111891,105388
3052,3052,111891,117467
3053,3053,111891,129474
3054,3054,111891,35480
3055,3055,117467,117608
3056,3056,121076,112184
3057,3057,111999,null
3058,3058,106565,null
3059,3059,117062,null
3060,3060,106565,null
3061,3061,121076,119075
3062,3062,121076,410
3063,3063,117467,null
3064,3064,121076,121736
3065,3065,121076,104584
3066,3066,112976,null
3067,3067,112976,110640
3068,3068,112976,113540
3069,3069,32605,null
3070,3070,112976,null
3071,3071,112976,113661
3072,3072,112976,121736
3073,3073,112976,112177
3074,3074,116343,null
3075,3075,116343,null
3076,3076,102671,116706
3077,3077,112061,null
3078,3078,102671,null
3079,3079,102671,102671
3080,3080,102671,112061
3081,3081,117662,18538
3082,3082,117472,102671
3083,3083,100272,117467
3084,3084,117472,112061
3085,3085,113485,null
3086,3086,117472,121076
3087,3087,105639,117467
3088,3088,116740,null
3089,3089,104547,null
3090,3090,104547,104846
3091,3091,104547,112184
3092,3092,102542,117472
3093,3093,102542,102671
3094,3094,116432,114694
3095,3095,124749,null
3096,3096,114268,null
3097,3097,114090,119075
3098,3098,126981,102671
3099,3099,114090,108263
3100,3100,113618,110640
3101,3101,113618,110640
3102,3102,112061,117062
3103,3103,112061,116436
3104,3104,124630,106190
3105,3105,124630,null
3106,3106,124630,112976
3107,3107,124630,112976
3108,3108,117465,117062
3109,3109,16572,null
3110,3110,16319,null
3111,3111,124630,112184
3112,3112,16572,116740
3113,3113,16501,null
3114,3114,16572,15703
3115,3115,15703,16319
3116,3116,117472,null
3117,3117,15703,16572
3118,3118,16572,16501
3119,3119,102912,null
3120,3120,16572,16319
3121,3121,16501,114268
3122,3122,108263,110640
3123,3123,15703,16501
3124,3124,108263,114782
3125,3125,16501,114268
3126,3126,117472,117472
3127,3127,16501,116343
3128,3128,121650,103314
3129,3129,16319,16501
3130,3130,16319,16572
3131,3131,16319,15703
3132,3132,1210,null
3133,3133,118268,118253
3134,3134,125854,104547
3135,3135,117472,null
3136,3136,117399,null
3137,3137,117465,null
3138,3138,4500,null
3139,3139,32605,111326
3140,3140,111745,null
3141,3141,32605,111891
3142,3142,119285,130814
3143,3143,117465,117465
3144,3144,117662,null
3145,3145,119087,null
3146,3146,117465,117576
3147,3147,9108,114694
3148,3148,9108,114268
3149,3149,100272,null
3150,3150,116025,null
3151,3151,101302,130470
3152,3152,101302,108263
3153,3153,103429,null
3154,3154,94140,110640
3155,3155,117662,117472
3156,3156,123938,null
3157,3157,116022,110640
3158,3158,116022,32605
3159,3159,125765,111852
3160,3160,117459,129474
3161,3161,117459,15703
3162,3162,117459,null
3163,3163,117459,103047
3164,3164,117459,12385
3165,3165,106190,null
3166,3166,108537,111999
3167,3167,4500,113485
3168,3168,4500,null
3169,3169,4320,112184
3170,3170,524,12385
3171,3171,108537,null
3172,3172,108537,106190
3173,3173,117343,116022
3174,3174,117343,113359
3175,3175,112005,103429
3176,3176,105417,119087
3177,3177,105417,null
3178,3178,105417,null
3179,3179,118861,null
3180,3180,105417,117399
3181,3181,105417,16319
3182,3182,105417,124749
3183,3183,12388,94140
3184,3184,15797,94140
3185,3185,118298,null
3186,3186,118246,null
3187,3187,118298,117472
3188,3188,118298,116740
3189,3189,118298,112061
3190,3190,118298,106565
3191,3191,104584,null
3192,3192,112771,114782
3193,3193,112771,null
3194,3194,112771,null
3195,3195,101355,125854
3196,3196,101355,null
3197,3197,112771,null
3198,3198,112771,112771
3199,3199,112771,126981
3200,3200,112771,116471
3201,3201,112771,34179
3202,3202,112771,119075
3203,3203,116318,112771
3204,3204,110640,112771
3205,3205,110640,112771
3206,3206,110640,123938
3207,3207,110640,116025
3208,3208,110640,117467
3209,3209,110640,114782
3210,3210,110640,114993
3211,3211,110640,114782
3212,3212,110640,1210
3213,3213,113245,117399
3214,3214,113245,112976
3215,3215,116481,null
3216,3216,125854,4500
3217,3217,125854,112771
3218,3218,115743,110640
3219,3219,125854,null
3220,3220,119417,101355
3221,3221,119417,111891
3222,3222,119417,127374
3223,3223,12443,null
3224,3224,111595,null
3225,3225,110640,108263
3226,3226,110640,119657
3227,3227,35480,119087
3228,3228,35480,4500
3229,3229,35480,null
3230,3230,31879,null
3231,3231,113084,null
3232,3232,112284,null
3233,3233,113084,1210
3234,3234,112284,12443
3235,3235,112284,116481
3236,3236,112284,118298
3237,3237,112284,105417
3238,3238,112284,105417
3239,3239,112284,105417
3240,3240,112284,125854
3241,3241,112284,117459
3242,3242,105079,null
3243,3243,112284,119087
3244,3244,112284,111745
3245,3245,112284,4500
3246,3246,112284,117472
3247,3247,112284,16501
3248,3248,112284,16319
3249,3249,112284,16572
3250,3250,112284,114268
3251,3251,112284,116740
3252,3252,112284,113485
3253,3253,130218,null
3254,3254,106190,108537
3255,3255,106190,108537
3256,3256,106190,108537
3257,3257,106190,108537
3258,3258,106190,108537
3259,3259,106190,108537
3260,3260,121232,null
3261,3261,111746,null
3262,3262,119087,105417
3263,3263,131317,null
3264,3264,106190,null
3265,3265,106190,106190
3266,3266,132063,null
3267,3267,115584,null
3268,3268,117387,null
3269,3269,117391,null
3270,3270,113809,117399
3271,3271,114782,114782
3272,3272,117391,117387
3273,3273,113809,null
3274,3274,117467,null
3275,3275,104547,125854
3276,3276,119087,null
3277,3277,117467,117662
3278,3278,113809,111595
3279,3279,113809,118246
3280,3280,117467,117662
3281,3281,113809,111891
3282,3282,113809,104846
3283,3283,117467,null
3284,3284,117409,null
3285,3285,118784,113359
3286,3286,118784,113661
3287,3287,117391,117409
3288,3288,117409,117391
3289,3289,114090,120806
3290,3290,118784,null
3291,3291,116118,null
3292,3292,103314,116118
3293,3293,116607,117409
3294,3294,121770,null
3295,3295,117403,121770
3296,3296,111755,121770
3297,3297,125746,null
3298,3298,42005,null
3299,3299,42005,121770
3300,3300,42005,115584
3301,3301,42005,31879
3302,3302,112043,103314
3303,3303,117387,121770
3304,3304,42005,118246
3305,3305,112043,117409
3306,3306,42005,117465
3307,3307,117403,null
3308,3308,112043,117387
3309,3309,112043,112284
3310,3310,106112,104073
3311,3311,106112,118838
3312,3312,112043,4500
3313,3313,117789,117403
3314,3314,117789,117789
3315,3315,117403,117409
3316,3316,112043,16501
3317,3317,117789,116607
3318,3318,117789,116118
3319,3319,117409,117403
3320,3320,112043,114268
3321,3321,117789,117409
3322,3322,117789,117409
3323,3323,117789,117387
3324,3324,112043,105250
3325,3325,112043,103047
3326,3326,117851,42005
3327,3327,116973,null
3328,3328,40713,null
3329,3329,116973,117789
3330,3330,116973,103314
3331,3331,117851,121232
3332,3332,115432,null
3333,3333,121232,111891
3334,3334,112043,null
3335,3335,130707,null
3336,3336,116381,40713
3337,3337,117851,42005
3338,3338,112296,120954
3339,3339,112296,113498
3340,3340,112296,113359
3341,3341,105417,117789
3342,3342,105417,117409
3343,3343,103720,40713
3344,3344,105417,112284
3345,3345,116022,null
3346,3346,105417,112284
3347,3347,114090,112043
3348,3348,106112,null
3349,3349,106112,112043
3350,3350,106112,117403
3351,3351,105417,105417
3352,3352,106112,117459
3353,3353,117448,116973
3354,3354,106112,105388
3355,3355,117851,114806
3356,3356,117448,null
3357,3357,117851,125746
3358,3358,112976,null
3359,3359,106112,null
3360,3360,122379,null
3361,3361,117851,106112
3362,3362,113887,112976
3363,3363,117448,117448
3364,3364,113887,112976
3365,3365,113887,112976
3366,3366,117826,112976
3367,3367,117826,117467
3368,3368,117826,15703
3369,3369,116601,null
3370,3370,117826,113930
3371,3371,117851,103489
3372,3372,117448,117403
3373,3373,117826,116706
3374,3374,38285,null
3375,3375,117782,115739
3376,3376,117826,120558
3377,3377,117782,null
3378,3378,117826,104547
3379,3379,119285,130707
3380,3380,117826,124715
3381,3381,117826,112043
3382,3382,101675,null
3383,3383,112176,null
3384,3384,117826,110640
3385,3385,112176,117448
3386,3386,117448,117851
3387,3387,117789,null
3388,3388,110640,null
3389,3389,110640,null
3390,3390,112176,113084
3391,3391,110640,null
3392,3392,112176,111885
3393,3393,112176,105250
3394,3394,110640,110640
3395,3395,117789,null
3396,3396,125854,121650
3397,3397,117782,124071
3398,3398,122379,112043
3399,3399,112976,101675
3400,3400,112976,110640
3401,3401,112976,104586
3402,3402,116990,110640
3403,3403,116990,110640
3404,3404,116990,117448
3405,3405,112976,null
3406,3406,112976,null
3407,3407,112976,null
3408,3408,116743,111891
3409,3409,112976,null
3410,3410,112976,null
3411,3411,112976,null
3412,3412,112976,116601
3413,3413,112976,122379
3414,3414,112976,116022
3415,3415,103039,114694
3416,3416,103039,117448
3417,3417,103039,116706
3418,3418,103039,110640
3419,3419,113854,null
3420,3420,103761,110640
3421,3421,103761,117448
3422,3422,103761,110640
3423,3423,103761,117782
3424,3424,130449,null
3425,3425,117404,null
3426,3426,117404,117789
3427,3427,117404,112976
3428,3428,117782,null
3429,3429,117404,117789
3430,3430,117404,117409
3431,3431,122768,null
3432,3432,117782,117387
3433,3433,118509,112976
3434,3434,118509,null
3435,3435,117460,null
3436,3436,117460,117460
3437,3437,117824,113854
3438,3438,110640,null
3439,3439,117824,112976
3440,3440,110640,110640
3441,3441,117824,112293
3442,3442,103479,null
3443,3443,110640,110640
3444,3444,110640,null
3445,3445,110640,110640
3446,3446,118079,112976
3447,3447,118079,112976
3448,3448,118676,null
3449,3449,118676,118676
3450,3450,117518,112976
3451,3451,113362,117789
3452,3452,113245,101302
3453,3453,125267,110640
3454,3454,125267,125267
3455,3455,115743,null
3456,3456,102542,116706
3457,3457,102542,118116
3458,3458,115743,115743
3459,3459,35475,null
3460,3460,35475,116022
3461,3461,35475,112043
3462,3462,110640,110640
3463,3463,110640,110640
3464,3464,102912,130449
3465,3465,102912,42005
3466,3466,102912,117851
3467,3467,102912,42005
3468,3468,105998,113854
3469,3469,105998,117404
3470,3470,105998,118509
3471,3471,118784,null
3472,3472,42005,null
3473,3473,111404,117448
3474,3474,111404,114694
3475,3475,111404,110640
3476,3476,111404,42005
3477,3477,116743,110640
3478,3478,111595,null
3479,3479,103051,35475
3480,3480,130393,null
3481,3481,130393,102912
3482,3482,111745,117448
3483,3483,111745,null
3484,3484,111745,null
3485,3485,116481,112284
3486,3486,116466,35475
3487,3487,116481,112284
3488,3488,112079,null
3489,3489,112079,111595
3490,3490,112079,118509
3491,3491,112079,105998
3492,3492,112079,118079
3493,3493,112079,112976
3494,3494,112079,117789
3495,3495,116481,113485
3496,3496,21112,112079
3497,3497,21112,111745
3498,3498,21112,112079
3499,3499,112079,111745
3500,3500,112079,35475
3501,3501,42005,null
3502,3502,42005,111595
3503,3503,42005,35475
3504,3504,42005,117460
3505,3505,42005,118509
3506,3506,42005,117782
3507,3507,42005,112976
